Date,UVIX_OPEN,UVIX_CLOSE,UVIX_CTO_RETURN,UVIX_OTC_RETURN,UVIX_RETURN,UVIX_CC_RETURN_REBUILT,UVIX_SOURCE,UVIX_PROXY_SOURCE
2006-11-30,0.18863252232415031,0.18802738836766258,0.0002163891436808285,-0.0032080043729036944,-0.0029923094065423175,-0.0029923094065420486,synthetic_calibrated_VIX,VIX
2006-12-01,0.18640864687493564,0.193909929672167,-0.008609072895070513,0.040241066726180774,0.0312855555542892,0.031285555554289246,synthetic_calibrated_VIX,VIX
2006-12-04,0.20342632524114962,0.1873912485784503,0.04907637058644432,-0.07882498316621855,-0.03361705666510955,-0.033617056665109835,synthetic_calibrated_VIX,VIX
2006-12-05,0.184885989695855,0.18748260887311965,-0.013369134906780267,0.0140444345271169,0.0004875376804540175,0.00048753768045428636,synthetic_calibrated_VIX,VIX
2006-12-06,0.1907203212428989,0.18979401462332457,0.01726940108866515,-0.004856884749027901,0.012328640848864711,0.01232864084886498,synthetic_calibrated_VIX,VIX
2006-12-07,0.1801564240534182,0.1967326102249946,-0.05077921234256866,0.09200996444435083,0.03655855857963037,0.03655855857963042,synthetic_calibrated_VIX,VIX
2006-12-08,0.20261973171129977,0.199137503161824,0.02992448216679633,-0.017186028823872768,0.012224170329865511,0.012224170329865558,synthetic_calibrated_VIX,VIX
2006-12-11,0.20527205984750718,0.1876815193662883,0.03080563223039956,-0.08569378849847642,-0.057528007600990576,-0.05752800760099053,synthetic_calibrated_VIX,VIX
2006-12-12,0.19831283048789128,0.1845341994476572,0.05664548729944152,-0.06947927174623925,-0.016769471652073924,-0.016769471652073764,synthetic_calibrated_VIX,VIX
2006-12-13,0.18309362746443758,0.17973016377993856,-0.007806531187885546,-0.01837018432087323,-0.026033308091930656,-0.026033308091930718,synthetic_calibrated_VIX,VIX
2006-12-14,0.19556786155675274,0.17932387172524644,0.08811930865542328,-0.08306063021910359,-0.002260566875071748,-0.00226056687507159,synthetic_calibrated_VIX,VIX
2006-12-15,0.17291800680785227,0.1820255419085299,-0.035722321048304195,0.05266967430869118,0.015065870245221944,0.015065870245222435,synthetic_calibrated_VIX,VIX
2006-12-18,0.19200040037299013,0.18680409340603954,0.054799224108189826,-0.02706404235020332,0.026252093235964176,0.026252093235964225,synthetic_calibrated_VIX,VIX
2006-12-19,0.21099516636972848,0.2046348083706165,0.12949969415877272,-0.03014456733083004,0.09545141457805202,0.09545141457805162,synthetic_calibrated_VIX,VIX
2006-12-20,0.19194994101689034,0.17894654192218282,-0.06198782824255622,-0.06774369935108915,-0.1255322427937547,-0.12553224279375463,synthetic_calibrated_VIX,VIX
2006-12-21,0.17657014253279274,0.17557707478376036,-0.013279940276373137,-0.005624211063022355,-0.018829462152377067,-0.018829462152376797,synthetic_calibrated_VIX,VIX
2006-12-22,0.16795159225200834,0.17466020126710802,-0.04343096922615619,0.03994370595209085,-0.005222057138049288,-0.005222057138049241,synthetic_calibrated_VIX,VIX
2006-12-26,0.18775332449261525,0.1711557232022977,0.07496340397251644,-0.08840110466843099,-0.020064548416790777,-0.02006454841679084,synthetic_calibrated_VIX,VIX
2006-12-27,0.16991184233662354,0.16151891697598497,-0.007267538837739784,-0.04939576456366579,-0.05630431776401928,-0.05630431776401934,synthetic_calibrated_VIX,VIX
2006-12-28,0.1639526768412113,0.16520161960224272,0.01506795557320495,0.007617702773105917,0.022800441553266056,0.022800441553265882,synthetic_calibrated_VIX,VIX
2006-12-29,0.16250033067769043,0.1723137151831704,-0.016351467564641342,0.06038993560538786,0.04305100396746426,0.04305100396746431,synthetic_calibrated_VIX,VIX
2007-01-03,0.1785630587132462,0.17071399701359963,0.03626724386641378,-0.04395680582651407,-0.009283754156598925,-0.009283754156598989,synthetic_calibrated_VIX,VIX
2007-01-04,0.1811701244944935,0.16717760995114825,0.06124938589576168,-0.07723411673082181,-0.02071527305502468,-0.02071527305502463,synthetic_calibrated_VIX,VIX
2007-01-05,0.1700229307703528,0.1720260309667303,0.017019748159074588,0.011781353181607335,0.02900161700480592,0.02900161700480597,synthetic_calibrated_VIX,VIX
2007-01-08,0.17991422451865532,0.17201476735755988,0.045854650645579254,-0.043906796042557206,-6.547619047619048e-05,-6.547619047603259e-05,synthetic_calibrated_VIX,VIX
2007-01-09,0.16797794460402396,0.16737308633982417,-0.023467884854006416,-0.00360081953393121,-0.02698420076973545,-0.02698420076973529,synthetic_calibrated_VIX,VIX
2007-01-10,0.17910865680212817,0.16565904749297647,0.0701162338518202,-0.0750918997958333,-0.010240827150475076,-0.010240827150475251,synthetic_calibrated_VIX,VIX
2007-01-11,0.15818543411651767,0.14207931404163776,-0.045114429242240295,-0.1018179718305563,-0.14233894138705866,-0.1423389413870585,synthetic_calibrated_VIX,VIX
2007-01-12,0.1471864719562137,0.13690800576810633,0.035945823282052425,-0.0698329544250853,-0.03639733418206075,-0.0363973341820607,synthetic_calibrated_VIX,VIX
2007-01-16,0.13843253675667194,0.1330792267464336,0.011135440765588589,-0.03867089439853333,-0.02796607108687193,-0.02796607108687188,synthetic_calibrated_VIX,VIX
2007-01-17,0.13659447015963147,0.13217511440123614,0.026414666654892338,-0.032353840922188515,-0.00679379019026132,-0.006793790190261162,synthetic_calibrated_VIX,VIX
2007-01-18,0.13246159779941052,0.13490934842085636,0.00216745337783264,0.018478945310266504,0.020686450940530628,0.0206864509405309,synthetic_calibrated_VIX,VIX
2007-01-19,0.13411939581762006,0.12743535134075076,-0.005855432647795533,-0.04983652391305482,-0.05540014215167726,-0.05540014215167721,synthetic_calibrated_VIX,VIX
2007-01-22,0.13232696445997294,0.13109980562051618,0.03838505616971566,-0.009273686919856527,0.028755398256540006,0.028755398256540277,synthetic_calibrated_VIX,VIX
2007-01-23,0.1322433108044498,0.12620741146388628,0.008722401826007475,-0.04564237921635894,-0.037318088562171385,-0.03731808856217156,synthetic_calibrated_VIX,VIX
2007-01-24,0.12890745181339633,0.12172974646304047,0.021393675048019256,-0.05568107389746679,-0.035478621650734836,-0.035478621650734676,synthetic_calibrated_VIX,VIX
2007-01-25,0.11742918715245242,0.1299119275982985,-0.03532874614089321,0.10630015201961984,0.06721595479328708,0.06721595479328712,synthetic_calibrated_VIX,VIX
2007-01-26,0.12646257803509242,0.12979655655966074,-0.026551446252663147,0.026363360421477244,-0.0008880711784560649,-0.0008880711784563511,synthetic_calibrated_VIX,VIX
2007-01-29,0.1330656713098251,0.1297880579756003,0.025186452066328302,-0.024631546979485996,-6.547619047619048e-05,-6.547619047603259e-05,synthetic_calibrated_VIX,VIX
2007-01-30,0.12913721815908233,0.12600745523312687,-0.005014635604150275,-0.024235948168714216,-0.029129049324277338,-0.0291290493242774,synthetic_calibrated_VIX,VIX
2007-01-31,0.13043161580039145,0.12215244010428566,0.03511030802962756,-0.06347522144305862,-0.03059354799054575,-0.0305935479905457,synthetic_calibrated_VIX,VIX
2007-02-01,0.11972607816527654,0.11858665538731614,-0.019863393125324813,-0.00951691390398246,-0.029191268827092602,-0.029191268827092554,synthetic_calibrated_VIX,VIX
2007-02-02,0.11989528847613141,0.11781872160524677,0.011035247469803,-0.01731983714521057,-0.006475718364441543,-0.006475718364441718,synthetic_calibrated_VIX,VIX
2007-02-05,0.12108527915806479,0.11768199296993465,0.027725284303819375,-0.028106523037267683,-0.0011605000754484809,-0.001160500075448434,synthetic_calibrated_VIX,VIX
2007-02-06,0.1157795230082423,0.11522566100226589,-0.016166194280703428,-0.0047837647935117245,-0.020872623803170058,-0.02087262380317012,synthetic_calibrated_VIX,VIX
2007-02-07,0.11140432524980894,0.11249261417938536,-0.03316392997200346,0.009768821157850827,-0.02371908131494043,-0.023719081314940604,synthetic_calibrated_VIX,VIX
2007-02-08,0.11389225230731319,0.11202546616053671,0.012442044645668116,-0.016390808935267676,-0.004152699466150758,-0.004152699466150822,synthetic_calibrated_VIX,VIX
2007-02-09,0.11042631231535383,0.11845495659857586,-0.014274913553059765,0.07270589875621258,0.05739311478361037,0.05739311478361042,synthetic_calibrated_VIX,VIX
2007-02-12,0.11930526545340397,0.1206696928366597,0.007178330727938054,0.011436438937295845,0.01869686420627565,0.018696864206275476,synthetic_calibrated_VIX,VIX
2007-02-13,0.12425203774779418,0.11425506894240332,0.02968719673450737,-0.08045718192310558,-0.05315853337705328,-0.05315853337705356,synthetic_calibrated_VIX,VIX
2007-02-14,0.10881502097920927,0.10610679498662885,-0.04761318699948813,-0.024888346923150118,-0.07131652040647833,-0.07131652040647807,synthetic_calibrated_VIX,VIX
2007-02-15,0.10583296762621235,0.10396666945744722,-0.002580676953356398,-0.0176343743412416,-0.020169542671148614,-0.020169542671148677,synthetic_calibrated_VIX,VIX
2007-02-16,0.10820377240489167,0.10407923031777591,0.04075443572017723,-0.03811828363693248,0.00108266294299981,0.0010826629429998569,synthetic_calibrated_VIX,VIX
2007-02-20,0.10853084529644298,0.09978968472785524,0.04277140564044668,-0.08054079505887923,-0.0412142324345,-0.04121423243449995,synthetic_calibrated_VIX,VIX
2007-02-21,0.10332220169921087,0.09998621291827076,0.03539962052179502,-0.03228724055505294,0.0019694239033971137,0.0019694239033973826,synthetic_calibrated_VIX,VIX
2007-02-22,0.09929775919710887,0.09749836268358189,-0.006885486519272788,-0.01812121973422509,-0.024881932839305114,-0.024881932839305065,synthetic_calibrated_VIX,VIX
2007-02-23,0.10101743426471282,0.10372436442986378,0.0360936479779832,0.02679666321812868,0.06385750052529145,0.06385750052529149,synthetic_calibrated_VIX,VIX
2007-02-26,0.09968483463864296,0.10229268766905401,-0.03894484977974744,0.026160980653321175,-0.013802704588060924,-0.013802704588060766,synthetic_calibrated_VIX,VIX
2007-02-27,0.1012569065167522,0.1506278127172074,-0.010125661725233548,0.4875806293004532,0.4725178910591467,0.47251789105914677,synthetic_calibrated_VIX,VIX
2007-02-28,0.14323861209592356,0.12743252590461082,-0.04905601753081634,-0.11034794291868577,-0.1539907298271937,-0.15399072982719353,synthetic_calibrated_VIX,VIX
2007-03-01,0.1569394164531357,0.13750581495860878,0.23154913032652402,-0.12382868455694851,0.07904802155093678,0.0790480215509366,synthetic_calibrated_VIX,VIX
2007-03-02,0.14091945641779421,0.15477156134630832,0.024825433456854062,0.09829802981531355,0.12556375447028761,0.12556375447028745,synthetic_calibrated_VIX,VIX
2007-03-05,0.17530521896540896,0.16716399331441614,0.13267074028642556,-0.04644029253116089,0.08006917976603752,0.08006917976603733,synthetic_calibrated_VIX,VIX
2007-03-06,0.1646381758172721,0.14753882894748346,-0.015109817892381083,-0.1038601574932827,-0.11740066731966618,-0.11740066731966625,synthetic_calibrated_VIX,VIX
2007-03-07,0.15339985768051473,0.14276820117115183,0.03972533044245252,-0.06930682120648002,-0.03233472713837098,-0.03233472713837082,synthetic_calibrated_VIX,VIX
2007-03-08,0.1320741094467167,0.13179213078836216,-0.07490527748272857,-0.0021350032912264005,-0.07688035775999928,-0.07688035775999902,synthetic_calibrated_VIX,VIX
2007-03-09,0.1259396568722262,0.13197627004987475,-0.0444068540445266,0.04793258396577249,0.00139719466110084,0.0013971946611006647,synthetic_calibrated_VIX,VIX
2007-03-12,0.14094726399360108,0.12706638094484685,0.06797429523001464,-0.09848281304264572,-0.03720281762147431,-0.03720281762147404,synthetic_calibrated_VIX,VIX
2007-03-13,0.12759362633341004,0.1525233076078788,0.0041493696809704605,0.19538343717362472,0.20034352496496716,0.2003435249649672,synthetic_calibrated_VIX,VIX
2007-03-14,0.1572208475362915,0.16348225404493727,0.030798833319885643,0.03982554862643406,0.07185096238033802,0.07185096238033828,synthetic_calibrated_VIX,VIX
2007-03-15,0.16485976376046893,0.16436391755170077,0.008426050421062925,-0.003007684819253953,0.0053930226978712945,0.005393022697871119,synthetic_calibrated_VIX,VIX
2007-03-16,0.152879661323291,0.17404610226923745,-0.06987090840541321,0.13845164728083925,0.058906996509687955,0.058906996509688,synthetic_calibrated_VIX,VIX
2007-03-19,0.1675874418674945,0.15654902389268405,-0.03710890572976955,-0.0658666177596895,-0.10053128538027582,-0.10053128538027589,synthetic_calibrated_VIX,VIX
2007-03-20,0.16632268281515872,0.14390788152505335,0.062431937800995874,-0.13476695367531966,-0.08074877794381101,-0.08074877794381097,synthetic_calibrated_VIX,VIX
2007-03-21,0.14079404538700513,0.12275607289654714,-0.02163770396068354,-0.12811601826537788,-0.14698158575021375,-0.14698158575021358,synthetic_calibrated_VIX,VIX
2007-03-22,0.11938449248632718,0.12267080446788087,-0.027465691355745503,0.02752712612092445,-0.0006946167847690556,-0.0006946167847690088,synthetic_calibrated_VIX,VIX
2007-03-23,0.12559054917552442,0.12358771634287803,0.023801463765634967,-0.015947321241881363,0.007474572935055998,0.007474572935056045,synthetic_calibrated_VIX,VIX
2007-03-26,0.12610871521813796,0.12022089661182901,0.020398458276110087,-0.04668843541958567,-0.027242349245358892,-0.027242349245358843,synthetic_calibrated_VIX,VIX
2007-03-27,0.12611998652535958,0.13137537366237564,0.04906875659543308,0.04166974071123408,0.09278317967102141,0.09278317967102145,synthetic_calibrated_VIX,VIX
2007-03-28,0.13936395381163932,0.14584386298194163,0.06080728774780653,0.0464963069220925,0.11013090898412066,0.11013090898412115,synthetic_calibrated_VIX,VIX
2007-03-29,0.13577694035757865,0.14087150283429112,-0.0690253427092059,0.03752155898708254,-0.034093722190190516,-0.034093722190190356,synthetic_calibrated_VIX,VIX
2007-03-30,0.1437034200729674,0.1450821124450221,0.020102839692194507,0.009594012246574524,0.0298897188289668,0.02988971882896685,synthetic_calibrated_VIX,VIX
2007-04-02,0.14917784695091135,0.14453081257253894,0.028230458165139583,-0.031150968279503033,-0.003799916221181523,-0.0037999162211816984,synthetic_calibrated_VIX,VIX
2007-04-03,0.1390725736440475,0.1327704579024966,-0.03776522688372763,-0.04531530248142934,-0.08136918668564123,-0.08136918668564108,synthetic_calibrated_VIX,VIX
2007-04-04,0.1375693072929181,0.12987804355073285,0.03614395450790453,-0.055908282839636,-0.021785074763302652,-0.02178507476330227,synthetic_calibrated_VIX,VIX
2007-04-05,0.13304973809173015,0.12743668820977624,0.02442055989054359,-0.04218760564627366,-0.018797290706053675,-0.018797290706053515,synthetic_calibrated_VIX,VIX
2007-04-09,0.12687677048462415,0.12430653099995542,-0.0043936933156204505,-0.02025776251122502,-0.02456244943111035,-0.024562449431110522,synthetic_calibrated_VIX,VIX
2007-04-10,0.1257736684057928,0.11667755738235565,0.011802577016954086,-0.07232126675425965,-0.061372267058136525,-0.061372267058136365,synthetic_calibrated_VIX,VIX
2007-04-11,0.1164114323826922,0.12482628722967799,-0.0022808585098447187,0.07228546779944,0.06983973636522696,0.06983973636522678,synthetic_calibrated_VIX,VIX
2007-04-12,0.12895414888345647,0.11906216408192402,0.033068849081310026,-0.07670931790238422,-0.04617715767791846,-0.04617715767791841,synthetic_calibrated_VIX,VIX
2007-04-13,0.11983481812331184,0.11504342426027382,0.006489501071525794,-0.0399833198570686,-0.0337532905825984,-0.03375329058259846,synthetic_calibrated_VIX,VIX
2007-04-16,0.10754211282244941,0.10567431132406986,-0.06520417386789068,-0.017368093757496372,-0.08143979542026951,-0.08143979542026947,synthetic_calibrated_VIX,VIX
2007-04-17,0.10139941554384639,0.10530569759462009,-0.04045350025621375,0.038523713670564286,-0.003488205646491818,-0.003488205646491993,synthetic_calibrated_VIX,VIX
2007-04-18,0.10895294544133775,0.10789894531871788,0.034634857657540374,-0.009673902053316752,0.02462590138361382,0.02462590138361387,synthetic_calibrated_VIX,VIX
2007-04-19,0.11569765638846154,0.10770293184618218,0.07227791751538803,-0.06910014249067076,-0.0018166393745251887,-0.0018166393745249199,synthetic_calibrated_VIX,VIX
2007-04-20,0.10357614628445762,0.10563112664225807,-0.03831637162503898,0.019840285929896728,-0.01923629346397942,-0.01923629346397915,synthetic_calibrated_VIX,VIX
2007-04-23,0.10849052930963668,0.11007831810641056,0.027069697713843155,0.014635275603110509,0.04210114580348851,0.04210114580348856,synthetic_calibrated_VIX,VIX
2007-04-24,0.11029303148492499,0.10950990694119973,0.0019505510459096875,-0.007100399120249956,-0.00516369776527075,-0.005163697765270592,synthetic_calibrated_VIX,VIX
2007-04-25,0.10367798380104362,0.10695599245384356,-0.053254753867040594,0.031617210642236104,-0.023321309995519006,-0.02332130999551918,synthetic_calibrated_VIX,VIX
2007-04-26,0.10959781397119675,0.10855332757620173,0.02470007950693609,-0.009530175440082389,0.014934507975768294,0.014934507975768563,synthetic_calibrated_VIX,VIX
2007-04-27,0.11344774492230607,0.10677781602720922,0.045087676770374285,-0.05879296146137325,-0.016356122733742366,-0.01635612273374254,synthetic_calibrated_VIX,VIX
2007-04-30,0.10563482204576652,0.11315910121226144,-0.010704414305977572,0.07122915550740472,0.059762274810211076,0.0597622748102109,synthetic_calibrated_VIX,VIX
2007-05-01,0.11546010825651246,0.11241425450434765,0.0203342640547739,-0.026380139410557057,-0.006582296076358898,-0.006582296076359073,synthetic_calibrated_VIX,VIX
2007-05-02,0.1132886672419106,0.10902663395100547,0.007778486290892284,-0.037621003006454434,-0.030135151171697454,-0.030135151171697405,synthetic_calibrated_VIX,VIX
2007-05-03,0.1078225443053291,0.10816076402154794,-0.011043995416913033,0.0031368181709854337,-0.007941820251431688,-0.007941820251431753,synthetic_calibrated_VIX,VIX
2007-05-04,0.10773180317549592,0.109184554977469,-0.003965956138831994,0.013484892660772907,0.009465456029111372,0.009465456029111419,synthetic_calibrated_VIX,VIX
2007-05-07,0.1128894329737956,0.10957330612944305,0.03393225348668705,-0.02937499779206354,0.0035604958233723203,0.003560495823372367,synthetic_calibrated_VIX,VIX
2007-05-08,0.11424730548801489,0.11211886002634276,0.0426563688153232,-0.018630158957187892,0.023231514926569337,0.023231514926569385,synthetic_calibrated_VIX,VIX
2007-05-09,0.11526750954523646,0.10954297367434782,0.028083138895221627,-0.049663048099794826,-0.022974603482319993,-0.022974603482319833,synthetic_calibrated_VIX,VIX
2007-05-10,0.11370561189456972,0.1161854807844387,0.038000047657978486,0.021809555821821425,0.060638367640428244,0.060638367640428514,synthetic_calibrated_VIX,VIX
2007-05-11,0.11506300377501105,0.10939289546627573,-0.00966107814719297,-0.04927829208963108,-0.05846328880598577,-0.05846328880598595,synthetic_calibrated_VIX,VIX
2007-05-14,0.11076882841581676,0.11621632434566025,0.012577900453921265,0.04917896133553068,0.062375429869557526,0.062375429869557575,synthetic_calibrated_VIX,VIX
2007-05-15,0.1149454368639217,0.11586521824626239,-0.010935533272921072,0.008001895572675721,-0.0030211426955269374,-0.0030211426955266685,synthetic_calibrated_VIX,VIX
2007-05-16,0.1181802639499927,0.11438995212941502,0.019980506132650344,-0.03207229103991105,-0.012732605515071651,-0.012732605515071937,synthetic_calibrated_VIX,VIX
2007-05-17,0.11596368334451375,0.11483415465223847,0.013757600084649768,-0.009740365773994841,0.003883230253657952,0.003883230253657999,synthetic_calibrated_VIX,VIX
2007-05-18,0.11194423657809356,0.11170988116630545,-0.02516601513632144,-0.0020935013623913923,-0.027206831411739123,-0.027206831411738963,synthetic_calibrated_VIX,VIX
2007-05-21,0.11283449939698662,0.10911184708026711,0.01006731203130462,-0.03299214634366454,-0.023256976544183953,-0.023256976544183905,synthetic_calibrated_VIX,VIX
2007-05-22,0.0969005085450014,0.10813435582474841,-0.11191578973347005,0.11593176804154659,-0.008958617067490729,-0.00895861706749057,synthetic_calibrated_VIX,VIX
2007-05-23,0.10418940979552142,0.10836829704856851,-0.03648189328117424,0.04010856056530532,0.0021634310579261105,0.0021634310579261573,synthetic_calibrated_VIX,VIX
2007-05-24,0.10660134370078492,0.1156261153053173,-0.016305076262217888,0.08465907925010452,0.06697363024442456,0.0669736302444246,synthetic_calibrated_VIX,VIX
2007-05-25,0.1145315343572488,0.11103577248966044,-0.009466554724062104,-0.030522265218977385,-0.039699879249041774,-0.039699879249041614,synthetic_calibrated_VIX,VIX
2007-05-29,0.11482418891806798,0.10924437270228944,0.03411888208154101,-0.04859443178614542,-0.016133537392535584,-0.016133537392535535,synthetic_calibrated_VIX,VIX
2007-05-30,0.1195704153729,0.10740658168377228,0.09452242175211056,-0.10172945917426823,-0.016822752266842093,-0.016822752266841934,synthetic_calibrated_VIX,VIX
2007-05-31,0.10505508809676962,0.10607678858948998,-0.021893384466195487,0.009725378477425384,-0.012380927438855596,-0.012380927438855549,synthetic_calibrated_VIX,VIX
2007-06-01,0.10422448965551005,0.10540121138980499,-0.017461868506862488,0.01129026141729561,-0.006368756149844048,-0.0063687561498437795,synthetic_calibrated_VIX,VIX
2007-06-04,0.11044848354963187,0.10600203018472797,0.04788628226634484,-0.04025816581633568,0.005700302558202483,0.005700302558202752,synthetic_calibrated_VIX,VIX
2007-06-05,0.10839316790612166,0.10814721973233503,0.02255747099585448,-0.002269037602071422,0.020237249643885798,0.020237249643885846,synthetic_calibrated_VIX,VIX
2007-06-06,0.10977652403419641,0.11481203713470159,0.015065614316243314,0.04587058248388853,0.06162726530429547,0.06162726530429552,synthetic_calibrated_VIX,VIX
2007-06-07,0.11254905331571725,0.12704326463425575,-0.01971033591477278,0.12878128150825074,0.10653262327541531,0.10653262327541535,synthetic_calibrated_VIX,VIX
2007-06-08,0.1343875603267597,0.12350520500228929,0.057809406218010784,-0.08097740072079773,-0.027849249955533888,-0.027849249955534172,synthetic_calibrated_VIX,VIX
2007-06-11,0.12690452399573154,0.11853040834661177,0.027523690142283952,-0.06598752657077411,-0.040280056663079926,-0.04028005666307999,synthetic_calibrated_VIX,VIX
2007-06-12,0.11981157411377058,0.12510767092637565,0.010808751821830942,0.044203549212833204,0.0554900862277496,0.055490086227749646,synthetic_calibrated_VIX,VIX
2007-06-13,0.12660082505981202,0.11992440241064913,0.011934952688193556,-0.05273601215480739,-0.04143046127664545,-0.041430461276645514,synthetic_calibrated_VIX,VIX
2007-06-14,0.12346470619811764,0.1138962469412125,0.0295211292806421,-0.07749955069387282,-0.05026629566845591,-0.05026629566845631,synthetic_calibrated_VIX,VIX
2007-06-15,0.103544047670783,0.10965632341288215,-0.09089148719512052,0.059030681913585736,-0.03722619175080282,-0.03722619175080277,synthetic_calibrated_VIX,VIX
2007-06-18,0.11809793261166977,0.11034905373375065,0.07698242049391868,-0.06561400954747476,0.006317285673168313,0.006317285673168138,synthetic_calibrated_VIX,VIX
2007-06-19,0.11502246919582995,0.1053156915664639,0.04235120559669947,-0.08439027345900485,-0.04561309768392934,-0.045613097683929404,synthetic_calibrated_VIX,VIX
2007-06-20,0.10115908461186571,0.11719209175503578,-0.039468068744295315,0.1584930034181966,0.11276952191950192,0.11276952191950218,synthetic_calibrated_VIX,VIX
2007-06-21,0.12159955448633628,0.11799953675480812,0.037608875012772325,-0.029605517444002416,0.006889927363530066,0.006889927363529891,synthetic_calibrated_VIX,VIX
2007-06-22,0.11894383175399299,0.13113955257680993,0.008002531409483593,0.10253344492920724,0.11135650345225918,0.11135650345225945,synthetic_calibrated_VIX,VIX
2007-06-25,0.13548673207618958,0.13313813901032387,0.033149262857469886,-0.01733448751679245,0.015240149857483629,0.015240149857483676,synthetic_calibrated_VIX,VIX
2007-06-26,0.12333914636519239,0.13859239640428694,-0.0736001923864329,0.12366917145616951,0.04096690425829181,0.040966904258291637,synthetic_calibrated_VIX,VIX
2007-06-27,0.15052954712773287,0.12516251304087936,0.08613135376217995,-0.16851863684495194,-0.09690202140838493,-0.09690202140838489,synthetic_calibrated_VIX,VIX
2007-06-28,0.12682165852545083,0.12483244723312847,0.013255929784899534,-0.015685107066496506,-0.0026370979595389723,-0.0026370979595390365,synthetic_calibrated_VIX,VIX
2007-06-29,0.12321499786200336,0.1351917726724617,-0.012956962768698066,0.09720224825123913,0.08298583957091572,0.08298583957091599,synthetic_calibrated_VIX,VIX
2007-07-02,0.13932898721774659,0.12836556763926193,0.03060256155756158,-0.07868728394150137,-0.05049275483455689,-0.05049275483455706,synthetic_calibrated_VIX,VIX
2007-07-03,0.12433486345654568,0.12459428162045008,-0.03140019755175705,0.002086447491013388,-0.029379264924142716,-0.02937926492414289,synthetic_calibrated_VIX,VIX
2007-07-05,0.1282430677726411,0.12801188932291477,0.029285342029630845,-0.0018026584496261266,0.02742989211074493,0.027429892110744758,synthetic_calibrated_VIX,VIX
2007-07-06,0.1290466058390336,0.12405065165273432,0.008082971992614763,-0.03871434009299701,-0.030944295027066686,-0.030944295027066415,synthetic_calibrated_VIX,VIX
2007-07-09,0.12840589301692695,0.12381645907084822,0.035108573039863034,-0.035741614642824326,-0.0018878786912115888,-0.001887878691211542,synthetic_calibrated_VIX,VIX
2007-07-10,0.12678995073934773,0.13926504232535172,0.02401531824454839,0.0983918008742668,0.12477002952946488,0.12477002952946492,synthetic_calibrated_VIX,VIX
2007-07-11,0.14624051639510252,0.1400697177595489,0.05008776038321705,-0.042196231165389064,0.005778014502141058,0.0057780145021411045,synthetic_calibrated_VIX,VIX
2007-07-12,0.13918716688477054,0.13127794146655808,-0.0063007971237108995,-0.05682438686865654,-0.06276714505902885,-0.0627671450590288,synthetic_calibrated_VIX,VIX
2007-07-13,0.13317625107610606,0.13388618168633887,0.014460232909971005,0.005330759835153298,0.019868076773927386,0.01986807677392788,synthetic_calibrated_VIX,VIX
2007-07-16,0.1383737296713697,0.13805033896647315,0.03351763362364024,-0.002337081653176476,0.03110221852386403,0.031102218523864078,synthetic_calibrated_VIX,VIX
2007-07-17,0.1386546761605566,0.13983461391078086,0.004377658168809084,0.008509902319182805,0.012924813931395504,0.01292481393139533,synthetic_calibrated_VIX,VIX
2007-07-18,0.1509092221491864,0.1482801886295324,0.07919790335654309,-0.017421291304881015,0.060396882306551665,0.060396882306551714,synthetic_calibrated_VIX,VIX
2007-07-19,0.14368541870333582,0.14346533921276522,-0.030987079047196997,-0.0015316758830273836,-0.03247129276856225,-0.03247129276856231,synthetic_calibrated_VIX,VIX
2007-07-20,0.14018954666080424,0.15312429467338637,-0.02283333779389629,0.09226613767343439,0.06732605599110238,0.06732605599110264,synthetic_calibrated_VIX,VIX
2007-07-23,0.14863630533157232,0.15019095263565146,-0.029309453156253884,0.010459404925405646,-0.019156607669551788,-0.01915660766955185,synthetic_calibrated_VIX,VIX
2007-07-24,0.15574210717296716,0.16204795895353077,0.03696064536445309,0.04048906166114952,0.07894620887479982,0.07894620887479986,synthetic_calibrated_VIX,VIX
2007-07-25,0.1542182858293401,0.15908260781222885,-0.048317011672056376,0.0315417977623722,-0.01829921932032646,-0.01829921932032641,synthetic_calibrated_VIX,VIX
2007-07-26,0.17087313361371004,0.18254177862810717,0.0741157437863853,0.068288353865952,0.14746533979106008,0.14746533979106036,synthetic_calibrated_VIX,VIX
2007-07-27,0.16200496086131785,0.1842104313628432,-0.11250475327420262,0.13706660822895445,0.009141210013821463,0.00914121001382151,synthetic_calibrated_VIX,VIX
2007-07-30,0.19638436803338288,0.1819266907559035,0.06608711884812002,-0.07361928763607983,-0.012397455399479054,-0.01239745539947934,synthetic_calibrated_VIX,VIX
2007-07-31,0.16811548898705184,0.20050560532701842,-0.07591630294304963,0.1926658663941503,0.10212308317113723,0.10212308317113727,synthetic_calibrated_VIX,VIX
2007-08-01,0.21669136840900763,0.2309600158308159,0.08072474111429817,0.0658477886155393,0.15188807541877608,0.15188807541877591,synthetic_calibrated_VIX,VIX
2007-08-02,0.22654863233811243,0.2084274697073932,-0.019100204322530567,-0.07998795862812491,-0.0975603765975162,-0.09756037659751615,synthetic_calibrated_VIX,VIX
2007-08-03,0.20339512727192344,0.23831636750214336,-0.02414433396199911,0.1716916265330828,0.14340191260159013,0.14340191260158996,synthetic_calibrated_VIX,VIX
2007-08-06,0.2534994467000493,0.2338300819803555,0.06370976260272765,-0.07759135168041376,-0.018824915673270097,-0.018824915673269937,synthetic_calibrated_VIX,VIX
