method,method_label,candidate_id,parameters,min_delay_cagr,mean_delay_cagr,min_post_2008_cagr,min_trailing_252_return,min_2026_ytd_return,worst_volatility,worst_max_drawdown,worst_dotcom_drawdown,min_average_tqqq_weight,max_average_tqqq_weight,min_turnover,max_turnover,min_delay_cagr_value,max_delay_cagr_value,delay_cagr_gap,passes_hard_requirements
E_credit_health,E: Healthy credit,credit_2.00_0.10_0.44,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.1}",0.37577298378091073,0.3836440832948774,0.3446078144226665,0.6360488523575489,0.11318036270549303,0.4723907829915025,-0.7165647307521992,-0.33154928761238533,0.6948707857798767,0.6950019677292405,68.18474863313824,68.19581505711886,0.37577298378091073,0.3915151828088441,0.01574219902793339,True
E_credit_health,E: Healthy credit,credit_2.25_0.05_0.36,"{""baa10y_threshold_pct_points"": 2.25, ""hard_vol_cap"": 0.36, ""trend_floor"": 0.05}",0.3660630352752434,0.36719493525482616,0.3147206762238759,0.42453769632740346,-0.009520184069653603,0.48523919522236264,-0.8900063225912792,-0.33154928761238533,0.7142857142857143,0.7144168962350781,91.80902748576864,91.83594860827547,0.3660630352752434,0.3683268352344089,0.00226379995916548,True
E_credit_health,E: Healthy credit,credit_2.25_0.05_0.40,"{""baa10y_threshold_pct_points"": 2.25, ""hard_vol_cap"": 0.4, ""trend_floor"": 0.05}",0.35286199473272184,0.36054489725471983,0.31549858527315844,0.4488763656539183,-0.009520184069653603,0.49474613003523993,-0.8908891452758158,-0.33154928761238533,0.7242555424373606,0.7243867243867244,95.66065602763744,95.68345484516232,0.35286199473272184,0.3682277997767178,0.015365805043995984,True
E_credit_health,E: Healthy credit,credit_2.25_0.05_0.44,"{""baa10y_threshold_pct_points"": 2.25, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.05}",0.35186554840321715,0.35272531313957667,0.3175303188323493,0.45571501297214123,-0.009520184069653603,0.5013274325945322,-0.8908891452758158,-0.49745636218440714,0.7276662731208186,0.7277974550701823,97.60667650210608,97.62625046940207,0.35186554840321715,0.3535850778759362,0.001719529472719028,True
E_credit_health,E: Healthy credit,credit_2.25_0.08_0.36,"{""baa10y_threshold_pct_points"": 2.25, ""hard_vol_cap"": 0.36, ""trend_floor"": 0.08}",0.3474101059922887,0.3525071089387527,0.2949113382143176,0.6010092926486279,0.11318036270549303,0.4910173644396966,-0.8945563875096151,-0.33154928761238533,0.7174340810704447,0.7175652630198085,83.70568404797342,83.75443236282231,0.3474101059922887,0.3576041118852167,0.01019400589292796,False
E_credit_health,E: Healthy credit,credit_2.25_0.08_0.40,"{""baa10y_threshold_pct_points"": 2.25, ""hard_vol_cap"": 0.4, ""trend_floor"": 0.08}",0.3354136729783115,0.33872944269595506,0.27760718555483677,0.6283630340504252,0.11318036270549303,0.5014865849601216,-0.9133510480764313,-0.33154928761238533,0.7283221828676374,0.7284533648170012,89.53127881472898,89.57562613243061,0.3354136729783115,0.34204521241359864,0.006631539435287159,False
E_credit_health,E: Healthy credit,credit_2.25_0.08_0.44,"{""baa10y_threshold_pct_points"": 2.25, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.08}",0.3201448981523338,0.32915472102641374,0.28116352345285733,0.6360488523575489,0.11318036270549303,0.508064347019361,-0.9133510480764312,-0.49745636218440714,0.7318640955004592,0.731995277449823,93.4724331114822,93.5108477832409,0.3201448981523338,0.33816454390049366,0.01801964574815984,False
E_credit_health,E: Healthy credit,credit_2.25_0.10_0.36,"{""baa10y_threshold_pct_points"": 2.25, ""hard_vol_cap"": 0.36, ""trend_floor"": 0.1}",0.3445835200791514,0.3524644836690297,0.29924328207820294,0.6010092926486279,0.11318036270549303,0.4910963845744056,-0.9010545589885335,-0.33154928761238533,0.7180899908172635,0.7182211727666273,83.69347629248321,83.72263365734658,0.3445835200791514,0.36034544725890805,0.015761927179756663,False
E_credit_health,E: Healthy credit,credit_2.25_0.10_0.40,"{""baa10y_threshold_pct_points"": 2.25, ""hard_vol_cap"": 0.4, ""trend_floor"": 0.1}",0.33182310208360954,0.3329162309845882,0.27192483019341007,0.6283630340504252,0.11318036270549303,0.502208856303213,-0.9225558924959861,-0.33154928761238533,0.72910927456382,0.7292404565131838,89.5105911656539,89.53914202201426,0.33182310208360954,0.3340093598855669,0.0021862578019573586,False
E_credit_health,E: Healthy credit,credit_2.25_0.10_0.44,"{""baa10y_threshold_pct_points"": 2.25, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.1}",0.31123252100510657,0.3261777726249977,0.2754653507291378,0.6360488523575489,0.11318036270549303,0.510108516568076,-0.9225558924959861,-0.49745636218440714,0.733044733044733,0.7331759149940968,95.43854622919346,95.46253763050933,0.31123252100510657,0.34112302424488883,0.029890503239782262,False
